id,name,salary,dob,join_date,performance,remarks,sector
7053,OEEJ,39722.19,1992-06-15,,2.64,Promising,Finance
7054,cMln,141243.47,1990-02-06,2004-12-24,2.47,,
7055,DJQzT,,1950-02-07,2006-04-17,3.62,Needs improvement,Education
7056,XaO,80367.83,1979-10-09,2017-06-28,excellent,Team player,Healthcare
7057,LJIzoneC,54226.88,2000-03-16,2014-11-19,3.05,Good worker,IT
7058,qhPgWB,117186.8,1972-11-16,2022-12-22,excellent,Team player,Finance
7059,deDw,71175.61,1971-05-08,2000-03-12,4.57,Leadership potential,Manufacturing
7060,vCHYL,101883.69,2010-12-17,2000-10-07,1.28,,Finance
7061,UMZcuVQ,127664.02,1957-08-26,2004-02-04,3.07,,Manufacturing
7062,gmYRqKi,138994.48,1981-12-15,2006-09-12,4.31,Team player,Education
7063,qMUQXVcN,,1987-11-17,2004-03-01,2.85,Promising,IT
7064,QiPWoNAS,50017.56,2005-09-05,2006-02-20,4.05,Team player,Manufacturing
7065,PEkkl,87488.26,1991-11-19,2000-01-23,4.82,Good worker,Healthcare
7066,WImXd,47419.45,1951-01-28,2009-04-24,excellent,Unreliable,IT
7067,XnBcMCr,129388.04,1981-09-21,2005-06-24,4.99,Needs improvement,Retail
7068,iGGkAhM,138738.02,1998-08-05,2014-01-31,3.34,Good worker,Finance
7069,XDlqFtXw,125815.2,invalid_date,2014-06-15,2.96,Promising,Finance
7070,Yxa,97092.68,1993-05-30,2022-07-21,4.87,Unreliable,Education
7071,LtKWjw,115731.47,1956-07-06,2008-06-29,average,Good worker,Manufacturing
7072,WLNevePQC,134731.04,2002-10-12,2013-10-08,3.75,Unreliable,Finance
7073,NGt,52745.52,2000-01-11,2009-09-29,2.0,Team player,Healthcare
7074,rCHaDosojY,60552.06,2012-11-25,2003-11-07,,,Healthcare
7075,gOUx,141970.79,,2005-01-19,1.2,Leadership potential,Retail
7076,LxoBtBqjVu,128938.78,2006-03-10,2018-12-17,4.4,Good worker,Healthcare
7077,HFrQHHcEGO,34845.33,1982-10-30,2023-01-20,3.6,Good worker,Education
7078,DPYmWTS,123643.45,1991-08-04,2003-01-04,2.99,,IT
7079,ZFAmjfyK,37804.33,1966-12-15,2017-02-17,1.95,Team player,
7080,PRp,99032.26,1963-11-17,2014-03-07,3.52,Leadership potential,
7081,FmkH,90232.24,1997-01-26,2021-12-21,3.05,Needs improvement,Education
7082,pWjtcPO,105194.58,2016-03-29,2006-01-02,4.17,Promising,
7083,yYKzvHReY,134265.9,invalid_date,unknown_date,1.0,Team player,Healthcare
7084,qOW,unknown,1969-02-08,,2.97,Needs improvement,Finance
7085,ySQfcI,68097.14,2007-02-22,2018-06-24,1.11,Unreliable,Healthcare
7086,ibIhKgBSd,129299.09,2007-06-29,2013-03-26,2.18,Good worker,Education
7087,wGdNpxiuNe,39111.06,1963-04-11,,4.77,Unreliable,Healthcare
7088,XTOfOFDy,125809.91,1978-03-25,2023-02-20,4.72,Promising,Finance
7089,PyZYVawwAq,unknown,2001-05-15,2000-10-28,4.75,Team player,Manufacturing
7090,rEpCOtE,89881.79,,2011-06-27,4.45,,Retail
7091,,,2001-02-22,2001-05-16,2.26,—,Finance
7092,PxZQ,116063.21,1970-11-24,2016-01-02,2.38,,Healthcare
7093,wDfGpHRs,74610.27,1955-04-05,2017-03-22,2.98,—,Finance
7094,ozjgnlWD,45852.59,2013-09-16,2006-03-16,3.14,Promising,
7095,uwvLzimQ,108879.97,2005-12-21,2020-07-08,4.07,Team player,Retail
7096,ZaqgzBFny,,1981-03-17,2011-12-13,3.24,Team player,Healthcare
7097,tbWf,,1967-06-20,2018-12-13,2.07,—,Finance
7098,TSyMw,130247.73,1956-11-27,2010-01-20,1.86,Unreliable,Healthcare
7099,kyNFdr,114650.54,1972-08-16,2014-12-13,3.38,Promising,Manufacturing
7100,vyyjttywQ,unknown,2011-12-31,2006-12-26,3.89,,IT
7101,Usv,97811.87,1964-05-24,2004-11-15,1.97,Leadership potential,
7102,xvgbU,68119.22,2017-09-17,2015-04-12,2.58,—,IT
7103,hWaJaG,,1992-11-25,2012-02-24,2.03,,Healthcare
7104,XiuX,138476.03,1975-01-21,2024-02-11,,—,IT
7105,hPPkhRmhwp,127110.45,1962-09-09,2016-01-16,4.17,Good worker,Education
7106,EZsS,131620.51,2013-09-06,2020-10-10,2.28,,Healthcare
7107,MhT,146541.72,2018-04-30,2023-04-11,2.43,,Education
7108,pczvs,66161.95,2003-09-18,2008-02-01,,Unreliable,Education
7109,,61536.02,,2010-09-21,,,IT
7110,,40081.78,2010-05-25,,2.89,,Retail
7111,,129650.53,1990-05-11,2008-02-11,3.2,—,IT
7112,cbm,63505.36,1989-12-16,2019-08-15,1.58,Promising,Manufacturing
7113,TKqJ,unknown,1952-04-23,2001-07-25,,Team player,IT
7114,iQvkdzDWKt,33408.17,2012-12-28,2004-01-18,3.83,,Manufacturing
7115,AvE,81134.52,1955-04-30,2018-03-09,poor,,Retail
7116,KuCHeRfiv,146187.51,2017-07-26,2003-12-20,2.05,Needs improvement,Healthcare
7117,jXcikGnzO,115747.46,,2013-03-06,2.56,—,
7118,ywe,99231.68,1966-06-12,2022-06-20,1.98,Team player,
7119,TRkmpKIvje,58253.16,1955-08-22,2018-10-31,,Needs improvement,Healthcare
7120,orTfWsPZIq,63726.49,2007-12-13,2007-09-07,3.56,Unreliable,Retail
7121,RIFHxIzIZn,113363.13,1997-08-12,2000-12-07,1.79,—,IT
7122,,81165.39,2000-12-03,2022-01-22,1.95,,
7123,gjQVRFlL,109839.25,1964-06-26,2021-09-26,3.63,Needs improvement,IT
7124,,69113.19,1973-08-13,,2.6,—,Retail
7125,HJnS,34693.02,1975-08-02,unknown_date,2.81,Leadership potential,Retail
7126,QMuimY,77768.3,1976-04-27,2023-12-18,4.24,,Education
7127,hVmUJywdcm,129308.58,1985-02-13,2011-06-22,1.78,,IT
7128,QjkyFz,85483.23,1985-03-08,2006-04-27,,Promising,Retail
7129,XtrqHMIu,97523.68,2011-09-10,2006-04-05,2.7,Leadership potential,Healthcare
7130,xjQERU,60694.85,1970-09-14,2018-04-03,2.57,,Retail
7131,,78561.21,2000-02-21,2007-10-23,,,Manufacturing
7132,dVmXfpVPv,114972.6,1983-10-08,2011-11-27,4.81,,Retail
7133,dry,42163.79,2001-04-06,,1.7,Needs improvement,Retail
7134,eexoSs,77253.7,1976-03-20,2017-07-14,3.22,Team player,Healthcare
7135,UbzbExZjLC,124796.83,1991-11-19,2003-02-07,4.54,Needs improvement,Retail
7136,xRAgxFcBg,unknown,1983-05-18,2014-02-01,4.02,,Manufacturing
7137,fKzVTcQKzW,132291.5,1994-01-07,2008-05-04,1.22,Promising,Retail
7138,rvkRMAnY,40058.32,1961-03-20,2019-11-01,1.45,Unreliable,IT
7139,JPXgVatvF,126358.64,2000-08-16,2006-09-15,2.87,Unreliable,Manufacturing
7140,xeYSUlgSop,123927.59,1980-02-13,2022-08-12,1.97,Needs improvement,IT
7141,zevUxFRcv,54971.94,1995-03-16,2008-09-08,1.35,Good worker,Healthcare
7142,winG,,2010-09-11,2009-12-10,,Leadership potential,Retail
7143,kJwunY,62725.35,1952-04-29,2019-01-25,1.68,Needs improvement,Retail
7144,rkDS,118251.44,2004-06-03,2022-06-17,4.83,Leadership potential,Manufacturing
7145,YmHvUVAFbq,89985.83,1956-01-27,2009-04-15,average,Team player,Retail
7146,UtFwvys,43719.62,invalid_date,2015-04-29,4.33,Leadership potential,IT
7147,YnYvi,77129.14,1995-04-09,2022-07-08,4.91,—,Healthcare
7148,syKWk,85576.22,2006-10-22,2007-05-21,1.37,,Finance
7149,OBcfUKjWP,109896.55,2005-11-10,unknown_date,1.26,,IT
7150,xeDgYMKmKD,144628.16,1992-01-06,2020-10-12,poor,Good worker,IT
7151,JCqFR,129439.78,1988-07-14,2010-06-29,3.12,Leadership potential,Education
7152,XoanHGfdg,,1992-02-29,2010-03-23,4.26,,Retail
7153,iIMgDEI,99310.67,1960-10-23,2004-09-07,2.75,Unreliable,
7154,aJlN,126371.72,2006-06-12,2018-10-14,2.09,—,Healthcare
7155,QZtRCVWzjB,120970.75,1955-03-06,2012-12-26,4.67,,Retail
7156,RwC,126131.54,2018-02-11,2024-02-05,1.83,,IT
7157,ECDqWjMb,65275.59,1960-02-10,2022-04-17,1.14,Good worker,
7158,QhIXGCPo,73821.79,2000-07-04,unknown_date,1.16,,Manufacturing
7159,VPkzHcgZcB,106408.13,2001-08-16,2021-12-18,4.21,Promising,Retail
7160,YecLIp,75946.72,2012-11-07,2013-05-19,,Needs improvement,IT
7161,gbyGMVBWM,51595.16,1967-07-27,2016-09-10,1.87,Needs improvement,Education
7162,Khk,41172.71,1991-04-22,2014-04-29,4.98,Good worker,Manufacturing
7163,QHjKks,unknown,2002-07-03,2023-08-21,2.57,Good worker,Manufacturing
7164,RxgOAgb,84021.35,1957-08-15,2018-05-23,4.62,Leadership potential,
7165,jqZDuaEfYF,54888.54,1986-07-16,unknown_date,1.37,Team player,Retail
7166,rcKvvenBG,,invalid_date,2000-02-01,3.8,Leadership potential,Education
7167,,124006.14,1997-12-27,2005-08-20,3.17,,Healthcare
7168,lcdbUVZK,148309.78,1955-11-02,2001-04-29,1.01,Team player,IT
7169,Opbtn,148993.05,2011-04-18,2016-02-19,2.76,Promising,Healthcare
7170,ItnLne,37810.6,1985-04-28,,,Good worker,Education
7171,PMviBXzngC,143297.81,1990-12-28,2007-07-02,1.48,—,Finance
7172,nReddhvG,111306.37,1971-08-25,2007-02-20,,Promising,Manufacturing
7173,YWcUnv,39448.12,1958-11-27,2021-06-08,4.06,Good worker,Retail
7174,BVXXI,66962.05,2017-12-12,2001-03-21,4.36,Leadership potential,IT
7175,GAX,133059.43,2004-09-28,2023-03-31,2.08,,Manufacturing
7176,,142144.23,1950-01-24,2011-01-29,1.56,Needs improvement,Education
7177,KKYPWy,125141.24,1987-07-29,2003-11-03,1.36,,Manufacturing
7178,Qqv,,2017-01-28,2021-06-27,,,
7179,jcmakpzS,104039.09,1986-03-09,2013-03-25,2.0,,IT
7180,HeaaLFUJ,34303.06,1980-05-21,2005-05-20,4.2,Leadership potential,Manufacturing
7181,XPkg,101407.2,1957-04-21,2015-07-11,2.21,,
7182,RemCvlj,94820.89,2003-09-03,2007-05-27,2.0,Needs improvement,Retail
7183,pUpHJcCjak,83518.17,invalid_date,2005-01-12,1.73,Unreliable,Finance
7184,HKjkkG,77814.2,1961-07-18,2015-05-21,4.19,Needs improvement,Finance
7185,aCF,49145.39,2008-01-26,2002-03-07,3.97,Needs improvement,Manufacturing
7186,kyafQYaa,110908.6,2002-09-20,2012-11-17,1.22,Good worker,Healthcare
7187,gkvz,,1975-03-22,2007-05-28,,,Finance
7188,ZoQppGzGR,38672.7,2017-06-07,,1.19,Promising,Finance
7189,PqjNWdmmAc,97769.4,invalid_date,2010-02-20,1.84,Team player,IT
7190,reJgOtG,82830.1,invalid_date,2023-03-05,,,Healthcare
7191,FbrTiWkh,37487.93,2004-07-03,2008-03-01,3.15,Team player,Manufacturing
7192,tqLNGY,144969.37,2015-07-08,2011-08-16,,,Finance
7193,waNHKe,69077.93,1973-07-31,2015-04-23,3.54,Unreliable,Finance
7194,xVZU,126664.66,1953-05-24,2001-04-04,2.9,Promising,
7195,IEJMQhtTwY,124087.55,invalid_date,,4.11,Good worker,
7196,dsfpkj,48925.08,1984-07-15,2022-07-15,1.55,Needs improvement,Education
7197,gAotF,unknown,1980-09-28,2011-10-12,1.26,—,Finance
7198,QIMjDA,66434.9,1978-05-22,unknown_date,average,—,Manufacturing
7199,qncRPjfIFj,38957.42,2000-03-09,2010-06-19,3.32,Leadership potential,Education
7200,XMqCpyZgIp,125638.57,1995-06-16,,,Team player,Finance
7201,GsGDtXARM,59588.21,1951-01-01,2016-02-23,1.46,Unreliable,
7202,UJeKGLpHS,66877.62,1959-01-06,2002-10-21,3.94,,Finance
7203,qfVL,90663.19,2007-05-30,2004-06-28,3.89,Promising,Finance
7204,HqawvZgRO,,2014-10-30,2017-09-19,2.23,Good worker,Retail
7205,bpTEIfZVhu,35078.03,1975-06-02,2010-07-27,3.15,Team player,Healthcare
7206,lMtBGpZ,128820.05,1958-07-29,2001-07-02,,Unreliable,Retail
7207,yFxHOHQ,31251.32,2001-03-22,2003-12-24,1.52,Needs improvement,Manufacturing
7208,,78751.24,1965-09-25,2010-12-13,4.44,Team player,Finance
7209,xDSXmj,39626.52,2003-10-28,2006-02-07,4.47,,Finance
7210,,33087.4,1985-08-07,unknown_date,4.07,—,IT
7211,cQCNqg,143051.42,1959-05-24,2000-10-12,,Leadership potential,Finance
7212,JUgVpU,47366.25,,2017-07-19,2.26,,Manufacturing
7213,fCcNK,39267.99,2005-12-07,2008-02-20,1.2,Leadership potential,Healthcare
7214,XPp,77541.64,1978-01-05,,1.07,Promising,Retail
7215,hRPbmVuqU,48647.8,1999-04-22,2006-03-21,4.12,,IT
7216,HsepEzesB,113748.97,1975-05-08,2023-04-14,3.56,,Retail
7217,cXCTURJayc,132596.02,1962-07-20,2010-06-08,1.71,,IT
7218,fiDOJfQ,35792.71,1993-07-14,2000-05-24,4.96,,IT
7219,WGuOaYW,122443.74,2003-11-29,2012-11-05,,Good worker,Retail
7220,cpGBF,80468.97,,2016-06-18,3.52,—,
7221,pTjrI,,,2011-08-01,3.36,Good worker,Retail
7222,ruRY,109458.27,1993-02-18,2020-03-19,2.95,Leadership potential,Manufacturing
7223,JtA,74929.81,1984-08-24,2011-11-01,2.96,Good worker,Healthcare
7224,Oov,,1997-07-31,2012-01-24,2.77,Promising,Manufacturing
7225,ckiW,39531.76,1951-09-07,2016-04-30,4.85,Leadership potential,Finance
7226,ubBsdPj,106121.18,2009-12-15,2005-12-25,3.05,Promising,Manufacturing
7227,sQqqGUTY,36275.03,2015-03-16,2005-07-26,3.02,Leadership potential,Manufacturing
7228,PowY,,1997-05-01,,1.27,Good worker,Healthcare
7229,VBXnw,117902.73,1994-03-22,2004-08-02,,Promising,IT
7230,GJvE,56396.25,1979-04-21,2024-08-15,3.97,Team player,IT
7231,VvVC,unknown,,2009-06-02,3.0,Needs improvement,IT
7232,HbtfNPSO,,1994-02-11,2016-02-01,4.24,—,Education
7233,ICefFRxz,67782.18,1981-02-25,2003-02-13,4.66,—,Healthcare
7234,ZJmpYbCPyo,38167.81,1961-03-25,2005-04-22,,,
7235,WCUoQRWCG,61459.28,1956-07-31,2002-10-31,1.33,Unreliable,Finance
7236,PyEKRGj,111653.42,1977-12-19,2002-05-27,2.99,Promising,Retail
7237,JUqfQov,132273.19,2015-05-13,2015-11-29,4.65,Team player,Education
7238,OHpz,110356.34,,,2.02,—,Healthcare
7239,,,1994-03-10,2006-07-03,4.14,,Finance
7240,VMit,99152.12,2014-09-03,unknown_date,3.71,,
7241,FAdgD,56038.42,,2018-05-25,3.89,,Healthcare
7242,,73106.89,2009-07-28,2019-11-06,,Promising,Education
7243,QBNI,61694.56,1989-11-07,2018-03-13,4.92,Good worker,Finance
7244,qzo,112571.19,1984-05-25,2009-12-25,1.44,Good worker,
7245,Gahimaa,,1994-09-07,2014-07-28,1.02,Leadership potential,Finance
7246,UzKTrUW,148174.59,2002-06-06,2016-10-02,1.48,Promising,IT
7247,ZwZOahaOMj,109532.18,2001-01-08,,3.64,Leadership potential,Manufacturing
7248,CDDIiln,83254.75,,2014-04-27,2.07,Team player,
7249,xRHU,111172.84,1990-02-10,2008-10-22,2.04,,Retail
7250,UqxeMrf,81588.78,2001-06-04,2003-03-12,3.77,Good worker,Manufacturing
7251,wjx,unknown,1969-05-25,2011-08-06,3.97,Leadership potential,Finance
7252,Vto,92074.15,1997-01-26,2007-09-14,1.01,Promising,Education
7253,FdXIe,79884.48,2009-02-22,2011-09-06,2.29,,Manufacturing
7254,jMg,104031.38,2017-04-06,2007-07-13,2.67,Team player,Finance
7255,gIrl,74888.98,1997-03-05,2002-10-15,1.38,Promising,Finance
7256,xsWS,143031.14,1995-10-03,2002-08-17,1.39,Team player,Healthcare
7257,IrR,88868.01,1976-07-09,,,Needs improvement,Finance
7258,nfVODKmQBz,58799.19,1969-12-10,2016-04-02,3.1,Team player,Education
7259,FqHCymfU,57804.59,1995-04-04,2005-09-08,2.05,—,Retail
7260,uXQHqj,106942.41,2017-06-01,2022-06-06,,Good worker,Finance
7261,aSXfUk,54959.05,2011-09-05,2021-07-04,3.19,,IT
7262,brICBn,131207.28,1970-11-24,2023-11-19,1.41,Team player,
7263,fWkll,49042.33,1997-12-10,2004-06-29,1.08,,Retail
7264,XzatAsVr,93870.82,1972-07-30,2005-11-13,3.83,Leadership potential,Manufacturing
7265,oudyw,41999.9,1950-06-15,2015-01-29,3.25,Unreliable,IT
7266,DmDLInz,124162.81,1980-06-23,2016-10-30,5.0,Unreliable,Retail
7267,ztJDVmlLS,124216.5,1987-11-11,2012-08-27,3.36,—,
7268,mjo,52475.48,1950-09-03,2019-01-15,1.18,Team player,Healthcare
7269,CjUsr,70540.43,1987-08-19,2011-09-23,4.66,,Retail
7270,OMti,112419.22,1962-09-30,2006-04-30,3.19,—,Finance
7271,CSIAeRXCC,75801.12,1999-07-17,2005-12-23,3.85,,Finance
7272,hJvJ,,1953-07-01,2010-06-12,1.8,,
7273,EFpFsPuLRE,45492.6,1970-01-19,2007-07-26,,Unreliable,Finance
7274,ixREQCvePk,44765.41,1987-12-01,2014-12-27,1.57,Promising,Healthcare
7275,HfmiKAorcv,104702.61,1992-04-23,unknown_date,,—,
7276,asQovGtBT,73115.68,1992-08-17,2024-08-14,,,Education
7277,yckCxCxh,66081.11,2014-12-20,2008-06-30,3.18,,
7278,OrqjPcWU,45450.48,2006-04-13,2003-09-27,2.3,Needs improvement,Manufacturing
7279,hMPugGKD,62508.01,1984-05-28,2005-05-07,,Needs improvement,Manufacturing
7280,lTjLlzw,44297.43,1997-06-19,unknown_date,2.82,Leadership potential,Education
7281,bfq,,2000-02-03,2019-02-10,3.51,Leadership potential,Education
7282,dDmm,50383.84,2001-07-02,2021-12-06,1.12,Team player,Education
7283,YHHPgM,97428.4,1950-11-19,2022-12-15,4.27,Unreliable,Manufacturing
7284,VDUornRN,72907.09,,2015-05-10,4.22,Unreliable,Retail
7285,HaDAC,unknown,1978-01-13,2008-04-17,2.47,Promising,Manufacturing
7286,UoPRPMwW,136902.44,2014-07-22,2002-07-04,,—,
7287,MQct,unknown,1978-08-05,2019-01-13,4.82,,Healthcare
7288,PnTRjlhdEp,56363.07,2014-06-12,2018-02-07,3.42,Leadership potential,Manufacturing
7289,LbcoYMJ,53544.86,1955-05-29,2004-01-15,1.1,—,IT
7290,aUDkiFqLy,49218.57,2012-05-10,2021-06-13,4.12,Leadership potential,Finance
7291,GjJOjI,81319.05,2012-08-08,2012-05-04,,,Education
7292,PWYsfIM,33411.13,2000-06-17,2008-11-23,4.87,Team player,Retail
7293,xEljPJku,101896.86,1994-04-07,2009-10-30,3.83,Team player,Finance
7294,dWHR,79611.87,1997-07-23,unknown_date,1.74,Unreliable,IT
7295,QRcbTZ,106556.31,invalid_date,,2.12,Good worker,Healthcare
7296,KVjLXhlPux,49943.61,1963-05-07,2000-12-14,2.87,Good worker,Manufacturing
7297,aoVBQ,80930.26,1970-02-06,2016-11-16,1.83,,
7298,uRkTVoU,59388.86,1979-06-01,2008-03-26,4.04,,
7299,SanKEcyj,79867.29,1991-05-02,unknown_date,3.23,Needs improvement,IT
7300,qjUVm,135586.59,,2014-07-19,average,—,
7301,gqVZkk,110342.86,1956-11-04,2015-10-01,,Team player,IT
7302,anQC,123236.63,1982-01-12,2006-11-03,2.9,Good worker,Education
7303,uVwYgN,115064.24,1964-10-27,2006-08-16,4.38,—,
7304,Beln,85818.75,1962-10-06,2006-06-16,4.17,Good worker,Healthcare
7305,trqA,47129.62,1955-05-02,2023-09-28,2.17,Good worker,Retail
7306,YgPNGoMf,141604.98,1957-09-18,2006-06-29,3.33,—,Retail
7307,DjNbfPTAf,,1982-11-05,2004-07-05,2.65,,
7308,,108457.83,2001-07-18,2023-07-17,2.94,,Finance
7309,AeDO,41819.55,invalid_date,2008-11-05,1.93,Promising,Finance
7310,fAhDxQ,62409.59,1980-08-13,2020-07-18,2.13,Good worker,Finance
7311,INgU,76216.98,1970-02-05,2002-11-07,4.5,—,Manufacturing
7312,,83699.82,1967-03-14,,2.17,Unreliable,Retail
7313,lGbmVVpx,103407.8,1968-07-15,2019-01-17,1.84,,Education
7314,oxvuzOnXw,142884.3,1976-02-10,2010-09-24,1.3,Unreliable,Finance
7315,HpkYCX,54521.39,,unknown_date,4.38,Good worker,
7316,UGCsLZ,89972.24,invalid_date,2008-12-06,4.23,Unreliable,
7317,zLMeC,46028.98,2015-01-30,2001-11-30,2.17,Promising,Finance
7318,AFw,92909.08,1955-07-14,2010-04-02,1.94,Good worker,
7319,UojMXp,93727.01,1976-08-12,2008-01-17,2.0,—,Education
7320,XZkBcmMH,,1962-07-21,2024-02-14,4.05,—,IT
7321,MGzKzOy,unknown,2012-03-23,,3.38,Good worker,
7322,RSxMc,53076.69,1990-08-18,2003-05-09,5.0,Promising,Retail
7323,xjS,76826.05,1964-09-30,2023-01-19,3.63,Unreliable,IT
7324,szaJ,149915.53,1967-03-04,2015-11-25,excellent,Unreliable,Retail
7325,JITtmcUW,59970.82,1971-04-03,2023-02-11,4.91,—,
7326,vJwXKLun,141238.89,2004-05-18,2019-06-06,1.6,Promising,Manufacturing
7327,zqzhXEGB,45464.67,1952-09-10,2018-02-08,1.39,,Education
7328,ttOHUCAfSi,52180.54,2001-05-16,2023-12-03,2.53,—,Retail
7329,KgyN,70508.47,1998-10-23,2011-12-09,3.08,Good worker,Manufacturing
7330,HsRk,64269.88,1995-02-27,2010-08-05,4.87,,Healthcare
7331,DFBqEX,135706.13,1995-02-22,2009-02-03,3.46,,
7332,rXrAACbKrS,unknown,1964-05-16,2011-06-15,4.06,,Retail
7333,fctcb,unknown,1991-01-14,,1.62,Needs improvement,
7334,yoDVxTADX,127903.31,1973-10-02,2012-03-24,3.65,Unreliable,Education
7335,rQttivBhUg,42479.95,1986-04-17,2006-03-27,,Leadership potential,Retail
7336,aLzE,142397.74,1964-11-04,2009-05-25,4.92,Unreliable,Manufacturing
7337,hLUhD,108334.5,1973-06-24,2017-10-14,3.17,,Finance
7338,JrMc,125814.56,2005-06-27,2013-04-04,2.57,Team player,Retail
7339,OLFIVF,143302.16,,2003-12-10,2.82,Unreliable,IT
7340,pYYYGO,118622.26,1975-08-16,unknown_date,2.49,Team player,Manufacturing
7341,jsmmhsE,,,2003-10-05,4.16,Unreliable,Healthcare
7342,spvIOqT,47179.63,invalid_date,2016-12-08,1.61,Promising,Retail
7343,przM,81457.16,1968-09-30,2004-02-15,3.47,Leadership potential,Manufacturing
7344,nfUqbIy,94118.15,2003-03-28,2006-09-28,1.09,Leadership potential,Retail
7345,KcwbP,132021.25,1990-11-01,2017-03-07,1.82,Needs improvement,IT
7346,jfOnIJqoq,93303.8,1966-11-09,2014-02-12,4.03,Unreliable,Finance
7347,nhmiJGUu,53400.06,1990-01-28,2003-07-11,3.07,,Healthcare
7348,BUdi,unknown,1976-12-31,2023-06-06,1.95,—,Retail
7349,lWUsPWOP,138182.24,1981-04-06,2001-02-24,3.65,Promising,Retail
7350,vvTI,57675.37,1959-11-28,2005-10-16,4.76,,Healthcare
7351,LEDE,63669.81,1954-08-05,2014-01-19,3.72,Promising,IT
7352,qJxqXyZpk,80820.43,1973-02-02,2002-11-04,4.44,,
7353,QAP,73521.83,2008-10-21,,,—,
7354,sFMkgyZ,unknown,1953-07-31,2023-11-13,1.33,Needs improvement,Finance
7355,BHLxnqz,105901.31,2018-01-01,2015-10-15,2.78,,IT
7356,DdeUnH,56629.07,2015-11-21,2016-04-06,3.52,,Retail
7357,swcAIRmUii,43861.17,1950-10-23,2022-04-27,3.13,Good worker,Healthcare
7358,oFBcFMVCP,144366.71,1966-03-30,2020-11-18,3.86,Team player,Retail
7359,NcRkMX,108173.71,1977-05-21,2017-09-20,1.54,,
7360,yQISOy,,1963-07-13,2006-06-05,3.48,Needs improvement,IT
7361,ZnMr,62910.67,1958-02-26,2020-06-18,2.55,Promising,Retail
7362,BpZkyRi,111171.61,2016-07-10,2006-11-22,3.88,Unreliable,Finance
7363,isM,79093.84,1993-02-15,unknown_date,2.51,Needs improvement,Healthcare
7364,,143023.64,1953-11-27,2014-06-22,3.88,—,Manufacturing
7365,rKsiMLmI,72574.53,invalid_date,2015-01-18,1.84,Needs improvement,Manufacturing
7366,tJLTw,88914.29,1958-09-08,2014-04-03,4.82,Needs improvement,Manufacturing
7367,iqj,129775.62,1959-04-29,2015-12-18,3.24,Promising,Healthcare
7368,ySYSg,,1984-11-17,2013-01-27,3.1,Unreliable,
7369,thoieQWSxL,105475.92,1979-03-17,unknown_date,3.74,Leadership potential,Finance
7370,ZnRh,131567.37,2014-01-25,2005-06-27,1.0,,Finance
7371,iqperRrPQp,93037.49,2010-03-13,2018-08-17,3.69,Leadership potential,Education
7372,ZYrNNy,102588.43,1959-12-31,2002-06-21,2.11,Unreliable,Manufacturing
7373,sZwNcRx,,2017-01-13,2019-05-25,2.78,—,
7374,mqRxnID,36186.39,1982-12-27,2018-08-05,4.94,,Education
7375,yMhiNwBG,,1950-01-11,2000-03-11,4.37,Needs improvement,Healthcare
7376,XqXV,116664.12,1977-06-24,2006-11-18,4.9,Needs improvement,IT
7377,SZEVRAB,80823.41,2007-08-16,2000-01-02,4.53,Leadership potential,Manufacturing
7378,EHMZLFCQM,unknown,1985-08-02,2006-01-03,,Unreliable,
7379,dIRCpI,91572.35,2000-09-27,2009-12-21,3.11,Team player,IT
7380,,79938.08,2011-11-30,2000-01-13,3.19,Leadership potential,
7381,MaTPIMHbN,43677.89,invalid_date,2022-01-13,,Needs improvement,Healthcare
7382,DMTJTB,91723.05,1992-03-11,2002-10-31,2.16,Team player,IT
7383,ZtFTH,123835.99,1965-01-09,2009-06-21,4.02,Promising,Finance
7384,DYP,112567.33,2017-04-02,2002-02-22,4.16,Needs improvement,IT
7385,eug,144615.64,1962-04-04,2001-12-04,1.16,Team player,
7386,usQRfziyFL,144427.4,1998-06-27,2002-06-21,1.25,,Manufacturing
7387,MhkVKHvyz,118667.87,1976-04-10,2009-01-01,4.31,,Finance
7388,EPTugR,48090.49,1966-08-28,2012-03-01,1.18,Leadership potential,Retail
7389,wxKkzis,80237.49,1967-02-17,2010-12-18,4.56,,
7390,,81634.98,2002-06-24,2021-05-02,2.47,—,IT
7391,bcQhaabJ,,2007-03-01,2018-06-15,1.01,Good worker,Manufacturing
7392,iOtBKGezA,55449.08,1974-09-12,2010-04-19,4.01,Unreliable,Finance
7393,MIBbWdgIdp,82190.17,1977-03-15,2012-03-22,3.81,,Education
7394,,139713.01,1953-02-18,2008-11-17,4.77,—,Finance
7395,bVwduuz,90495.33,1955-04-15,2003-12-02,2.49,—,Retail
7396,,,1974-05-26,2001-03-14,2.06,Leadership potential,Healthcare
7397,DfF,63473.25,1977-05-28,2003-03-15,2.19,Good worker,Manufacturing
7398,BiyjvRnW,140499.81,1976-03-05,2016-11-15,1.09,,Healthcare
7399,WHKIrrRUXX,133375.49,1963-11-30,2019-07-28,4.79,,Retail
7400,,,1951-11-22,2004-03-25,3.53,Promising,Finance
7401,SMGNyO,100820.03,1994-02-07,2001-07-10,4.25,Needs improvement,Manufacturing
7402,,64427.4,1968-06-17,unknown_date,3.14,,Healthcare
7403,ZgQ,90682.11,1951-01-07,2012-05-06,2.53,Unreliable,Manufacturing
7404,hniSblg,78380.43,1981-07-21,2016-11-01,2.98,Promising,Finance
7405,MDERUmkknU,148058.08,1983-08-30,2001-04-16,4.11,,IT
